house_id,area_sqft,bedrooms,quality_score,age_years,neighbourhood,has_garage,price
H01670,762,2,4.0,18.0,suburb,0,140100
H01671,1729,4,1.0,34.0,suburb,0,100100
H01672,1125,1,5.0,13.0,suburb,1,197400
H01673,1108,2,9.0,30.0,riverside,1,432900
H01674,1864,3,1.0,48.0,central,0,262800
H01675,1481,3,10.0,55.0,industrial,0,331000
H01676,1606,1,5.0,49.0,suburb,1,246600
H01677,2632,4,4.0,27.0,riverside,0,361100
H01678,1666,2,3.0,38.0,suburb,1,138400
H01679,1304,2,3.0,54.0,riverside,1,253000
H01680,1018,3,9.0,15.0,central,0,326500
H01681,650,1,1.0,4.0,industrial,1,78300
H01682,1533,2,9.0,97.0,suburb,0,231900
H01683,1368,2,8.0,68.0,suburb,1,157500
H01684,1857,3,7.0,63.0,central,1,407500
H01685,1002,1,,17.0,suburb,1,239000
H01686,2570,4,3.0,20.0,industrial,1,168200
H01687,2146,3,9.0,18.0,suburb,1,647800
H01688,2090,3,2.0,15.0,suburb,1,208500
H01689,1398,3,4.0,48.0,suburb,1,139900
H01690,1191,2,7.0,24.0,suburb,0,304200
H01691,1128,2,4.0,24.0,suburb,0,171200
H01692,1532,3,2.0,,central,1,110000
H01693,1553,2,2.0,35.0,riverside,0,199900
H01694,811,1,2.0,23.0,riverside,1,178600
H01695,15746,3,10.0,27.0,suburb,1,1178310
H01696,1211,1,6.0,22.0,central,1,276000
H01697,2802,3,3.0,19.0,suburb,0,198600
H01698,1041,1,4.0,40.0,suburb,0,169500
H01699,1787,3,7.0,14.0,central,1,336200
H01700,2677,4,7.0,19.0,riverside,1,603400
H01701,1524,2,,5.0,central,1,365400
H01702,800,1,10.0,34.0,suburb,0,375600
H01703,1405,3,10.0,10.0,central,1,582900
H01704,1188,2,4.0,24.0,industrial,0,158700
H01705,951,1,10.0,37.0,suburb,1,324400
H01706,1460,1,8.0,27.0,suburb,1,311500
H01707,1164,1,7.0,21.0,riverside,1,359800
H01708,1196,1,7.0,10.0,suburb,0,257700
H01709,1729,3,,16.0,suburb,0,139100
H01710,2492,4,2.0,13.0,industrial,1,293400
H01711,1286,1,4.0,52.0,suburb,1,138200
H01712,1227,3,6.0,12.0,suburb,0,147000
H01713,1336,1,3.0,38.0,suburb,0,169800
H01714,1819,3,7.0,17.0,industrial,0,286800
H01715,1172,2,1.0,37.0,suburb,0,93400
H01716,3252,5,6.0,15.0,central,1,704100
H01717,1167,2,,55.0,suburb,0,73200
H01718,1545,2,6.0,21.0,central,1,358100
H01719,1782,4,8.0,7.0,industrial,0,352700
H01720,2816,5,7.0,63.0,suburb,1,386000
H01721,2212,3,5.0,28.0,central,1,426800
H01722,1106,1,3.0,7.0,riverside,1,200500
H01723,1418,1,8.0,23.0,suburb,0,210500
H01724,1141,2,3.0,43.0,suburb,1,132100
H01725,585,1,5.0,23.0,riverside,1,226700
H01726,1575,3,3.0,12.0,central,1,353600
H01727,1804,2,2.0,25.0,suburb,0,153600
H01728,1793,2,,33.0,central,0,431200
H01729,1186,1,2.0,40.0,central,1,129100
H01730,1950,3,,45.0,riverside,0,384400
H01731,1117,2,7.0,55.0,central,1,266300
H01732,3308,6,6.0,15.0,industrial,0,450200
H01733,4582,7,5.0,24.0,industrial,0,676200
H01734,1535,3,1.0,38.0,industrial,1,67100
H01735,2526,4,5.0,4.0,suburb,1,384800
H01736,1278,2,2.0,54.0,suburb,1,87500
H01737,1191,2,9.0,64.0,suburb,0,310900
H01738,1259,2,6.0,10.0,central,1,293200
H01739,1634,3,6.0,12.0,central,0,327000
H01740,2847,4,7.0,30.0,suburb,1,497600
H01741,2175,4,,32.0,suburb,0,441900
H01742,1435,3,2.0,45.0,industrial,0,112900
H01743,1628,2,7.0,5.0,suburb,0,337300
H01744,2168,4,5.0,16.0,industrial,1,184700
H01745,1539,3,7.0,8.0,riverside,1,521800
H01746,1853,3,3.0,7.0,suburb,1,197000
H01747,769,1,6.0,4.0,suburb,1,241700
H01748,1526,3,5.0,13.0,riverside,0,303600
H01749,2077,3,9.0,10.0,industrial,0,440600
H01750,2770,5,3.0,33.0,riverside,0,405400
H01751,1162,1,,14.0,industrial,1,125800
H01752,1033,2,,19.0,riverside,1,190500
H01753,1801,3,2.0,53.0,riverside,1,169700
H01754,1261,2,5.0,26.0,suburb,1,157600
H01755,1965,3,1.0,20.0,central,0,205100
H01756,1173,2,2.0,9.0,suburb,0,167900
H01757,940,2,3.0,36.0,suburb,1,88000
H01758,1510,3,1.0,5.0,riverside,0,201400
H01759,1235,3,4.0,16.0,industrial,1,137800
H01760,1176,3,3.0,9.0,central,1,208600
H01761,1167,2,5.0,3.0,central,0,295500
H01762,1146,2,9.0,31.0,suburb,1,285100
H01763,845,1,8.0,12.0,suburb,1,212200
H01764,1559,3,3.0,27.0,suburb,0,119900
H01765,1512,3,4.0,22.0,industrial,0,171400
H01766,1870,4,,25.0,central,0,480500
H01767,1958,2,1.0,37.0,suburb,1,132500
H01768,661,2,8.0,30.0,suburb,0,227200
H01769,1938,3,8.0,20.0,suburb,1,414000
H01770,2309,4,1.0,9.0,suburb,0,183300
H01771,685,1,7.0,9.0,central,1,312100
H01772,3168,6,3.0,25.0,central,1,590800
H01773,1145,1,7.0,4.0,central,0,383400
H01774,2214,4,1.0,15.0,central,0,260500
H01775,1927,3,1.0,12.0,central,1,225700
H01776,2573,4,8.0,42.0,riverside,1,811400
H01777,1953,3,1.0,18.0,suburb,0,134900
H01778,1868,3,10.0,15.0,suburb,1,439200
H01779,1081,1,9.0,33.0,suburb,1,226300
H01780,2771,4,2.0,28.0,riverside,0,428800
H01781,2413,4,10.0,24.0,suburb,1,423500
H01782,1863,2,,13.0,suburb,1,578000
H01783,2017,4,3.0,39.0,central,1,408200
H01784,836,1,2.0,8.0,central,1,169100
H01785,2066,3,3.0,3.0,central,1,223000
H01786,2359,4,1.0,31.0,suburb,1,145200
H01787,939,1,9.0,32.0,central,0,327000
H01788,1545,3,7.0,51.0,riverside,0,254400
H01789,1473,4,8.0,3.0,central,1,448000
H01790,2016,4,9.0,34.0,riverside,0,771000
H01791,2704,5,5.0,24.0,suburb,1,463400
H01792,1006,1,8.0,24.0,suburb,1,294000
H01793,1731,3,,34.0,central,0,173400
H01794,1758,3,1.0,3.0,central,1,200500
H01795,1488,3,10.0,32.0,central,0,602800
H01796,1509,3,3.0,34.0,central,1,198900
H01797,2614,5,3.0,13.0,central,1,336700
H01798,1133,2,4.0,31.0,suburb,0,178000
H01799,1383,2,7.0,40.0,suburb,1,278100
H01800,1164,1,4.0,21.0,suburb,1,184200
H01801,681,1,9.0,38.0,riverside,0,313600
H01802,649,1,7.0,43.0,central,1,185500
H01803,1859,3,8.0,12.0,riverside,1,453600
H01804,2906,4,5.0,27.0,riverside,1,450900
H01805,1686,4,5.0,5.0,suburb,1,296100
H01806,2417,4,,8.0,suburb,1,427300
H01807,932,2,3.0,30.0,central,0,129800
H01808,1541,2,9.0,19.0,suburb,0,498200
H01809,1675,3,1.0,17.0,suburb,0,122700
H01810,1298,2,1.0,39.0,riverside,0,129300
H01811,743,1,4.0,22.0,suburb,1,141000
H01812,2154,4,8.0,46.0,central,0,425100
H01813,1204,1,9.0,18.0,suburb,0,364800
H01814,2071,4,9.0,5.0,suburb,1,545600
H01815,2507,4,2.0,56.0,suburb,1,196200
H01816,3468,6,8.0,23.0,central,0,770600
H01817,1847,3,2.0,37.0,industrial,1,122100
H01818,1666,3,9.0,11.0,suburb,0,610500
H01819,948,1,9.0,31.0,industrial,0,302900
H01820,1593,2,9.0,27.0,suburb,1,373000
H01821,1905,4,5.0,27.0,suburb,1,253600
H01822,1893,4,7.0,22.0,central,1,375500
H01823,536,1,,49.0,suburb,1,302900
H01824,840,1,2.0,16.0,riverside,1,130800
H01825,853,1,8.0,16.0,riverside,0,326100
H01826,1854,4,9.0,22.0,suburb,1,421900
H01827,1309,2,3.0,9.0,suburb,0,196600
H01828,903,1,8.0,13.0,central,0,342000
H01829,1355,2,7.0,13.0,suburb,1,235500
H01830,1035,2,9.0,19.0,riverside,1,452600
H01831,1714,4,9.0,7.0,suburb,1,532400
H01832,1678,4,2.0,6.0,riverside,0,354800
H01833,2123,3,4.0,13.0,central,1,327200
H01834,860,1,10.0,24.0,suburb,0,475400
H01835,1330,3,6.0,9.0,central,1,321400
H01836,1313,1,6.0,27.0,central,0,234400
H01837,1755,3,1.0,15.0,central,0,165900
H01838,1308,2,1.0,31.0,suburb,0,132900
H01839,3005,5,10.0,7.0,industrial,0,1058500
H01840,1631,2,1.0,,suburb,1,107800
H01841,1397,3,7.0,14.0,riverside,1,363100
H01842,892,1,2.0,18.0,suburb,1,178000
H01843,1675,3,10.0,7.0,suburb,0,551400
H01844,714,1,4.0,19.0,suburb,1,155300
H01845,1586,4,3.0,43.0,central,1,199900
H01846,1176,3,2.0,8.0,suburb,1,120400
H01847,887,1,10.0,18.0,suburb,0,355800
H01848,1836,3,1.0,10.0,central,0,171300
H01849,1443,2,3.0,29.0,suburb,1,111100
H01850,1942,4,1.0,15.0,suburb,0,153500
H01851,1677,3,2.0,15.0,suburb,0,177200
H01852,2162,4,6.0,29.0,riverside,0,300200
H01853,1216,2,1.0,14.0,central,0,186800
H01854,3758,7,9.0,11.0,riverside,0,1199100
H01855,1514,3,8.0,20.0,suburb,1,272800
H01856,2203,3,1.0,16.0,suburb,1,243700
H01857,2032,4,6.0,13.0,industrial,1,248700
H01858,2369,4,4.0,14.0,central,0,301000
H01859,1420,3,7.0,,industrial,0,151200
H01860,1418,2,10.0,7.0,central,1,711400
H01861,987,2,6.0,21.0,central,0,272400
H01862,1114,2,10.0,32.0,central,0,550200
H01863,1387,3,10.0,27.0,central,1,674600
H01864,1071,1,6.0,55.0,suburb,1,158200
H01865,1081,1,8.0,53.0,riverside,1,341200
H01866,2364,3,5.0,37.0,central,1,421000
H01867,1029,2,4.0,21.0,suburb,1,194100
H01868,1500,3,10.0,25.0,central,1,865900
H01869,900,2,2.0,4.0,suburb,0,177700
H01870,2257,3,1.0,10.0,industrial,0,196700
H01871,1753,3,10.0,26.0,central,0,513200
H01872,1517,3,1.0,30.0,suburb,1,121400
H01873,1545,2,2.0,13.0,suburb,0,137100
H01874,4139,7,8.0,,suburb,0,682300
H01875,2675,5,6.0,18.0,industrial,0,352500
H01876,1385,3,8.0,23.0,industrial,0,289100
H01877,1000,4,3.0,41.0,suburb,1,127200
H01878,2154,4,6.0,12.0,central,1,448600
H01879,2602,4,7.0,55.0,central,1,436200
H01880,1257,2,3.0,11.0,riverside,0,138000
H01881,1525,2,3.0,12.0,suburb,1,158200
H01882,1469,2,10.0,20.0,suburb,1,427900
H01883,2008,3,10.0,6.0,industrial,1,549000
H01884,1569,3,1.0,21.0,suburb,1,150200
H01885,1236,2,7.0,14.0,suburb,1,194500
H01886,1097,2,1.0,13.0,suburb,1,77100
H01887,1244,1,2.0,5.0,central,1,144400
H01888,3122,5,2.0,15.0,riverside,1,410700
H01889,1717,2,4.0,20.0,suburb,1,185000
H01890,2366,5,1.0,3.0,suburb,1,156200
H01891,2073,4,,77.0,suburb,1,267200
H01892,1637,2,8.0,21.0,central,1,468900
H01893,1465,3,1.0,17.0,suburb,1,151200
H01894,1049,1,5.0,15.0,riverside,0,195100
H01895,2307,3,7.0,,central,1,362800
H01896,2379,4,9.0,8.0,industrial,0,391000
H01897,1564,3,6.0,11.0,riverside,1,398400
H01898,1231,1,9.0,56.0,suburb,1,279900
H01899,1117,2,2.0,22.0,central,1,176400
H01900,1525,2,3.0,21.0,riverside,1,207200
H01901,1376,3,9.0,9.0,riverside,1,679000
H01902,1446,2,10.0,39.0,riverside,1,521100
H01903,2247,4,7.0,5.0,central,1,482700
H01904,1634,4,2.0,28.0,industrial,1,145500
H01905,21626,3,1.0,10.0,central,1,543430
H01906,2092,4,6.0,19.0,suburb,1,282400
H01907,1297,2,7.0,4.0,central,0,380500
H01908,1233,2,2.0,6.0,riverside,0,198800
H01909,914,1,10.0,6.0,riverside,1,568700
H01910,1178,2,2.0,14.0,central,1,183600
H01911,1252,2,7.0,16.0,central,1,380400
H01912,962,2,9.0,8.0,suburb,0,310900
H01913,1737,3,5.0,11.0,suburb,0,258200
H01914,1672,2,5.0,4.0,suburb,0,307900
H01915,854,2,5.0,28.0,suburb,1,191900
H01916,1493,2,1.0,19.0,riverside,0,255200
H01917,1484,2,6.0,21.0,central,0,344500
H01918,1385,2,7.0,7.0,suburb,0,274200
H01919,1201,3,4.0,32.0,riverside,0,284000
H01920,1484,3,8.0,74.0,suburb,1,158300
H01921,1744,4,4.0,12.0,suburb,1,114900
H01922,1631,3,7.0,19.0,central,1,611300
H01923,1194,2,10.0,49.0,suburb,1,361200
H01924,1126,1,1.0,27.0,riverside,1,132200
H01925,1248,1,3.0,13.0,suburb,1,123000
H01926,1317,3,,28.0,riverside,0,546400
H01927,3806,6,1.0,62.0,central,1,310800
H01928,1912,3,6.0,8.0,suburb,1,336400
H01929,2582,5,5.0,16.0,industrial,1,224500
H01930,663,2,3.0,10.0,riverside,1,216900
H01931,1424,2,,30.0,suburb,0,134700
H01932,1411,3,,14.0,central,1,333400
H01933,1759,3,3.0,12.0,riverside,1,345000
H01934,1458,1,8.0,17.0,suburb,1,356200
H01935,1996,4,5.0,,suburb,1,265800
H01936,3023,3,6.0,7.0,suburb,0,576900
H01937,719,1,9.0,10.0,central,1,373000
H01938,994,2,4.0,16.0,suburb,0,122000
H01939,1714,3,6.0,52.0,suburb,1,225500
H01940,977,1,8.0,11.0,central,1,403600
H01941,1642,2,9.0,12.0,suburb,1,520100
H01942,523,1,6.0,69.0,central,1,166500
H01943,1632,1,3.0,64.0,riverside,1,148200
H01944,1675,3,1.0,40.0,central,1,152300
H01945,1554,1,6.0,8.0,suburb,1,186400
H01946,857,2,4.0,13.0,industrial,0,103500
H01947,1965,3,2.0,8.0,riverside,1,341500
H01948,1920,4,5.0,7.0,suburb,0,284400
H01949,1710,3,9.0,28.0,central,1,458400
H01950,1875,3,3.0,62.0,suburb,0,181500
H01951,982,1,1.0,17.0,industrial,1,83400
H01952,1181,3,5.0,10.0,central,1,204000
H01953,1284,1,9.0,7.0,riverside,1,663100
H01954,1366,2,4.0,29.0,riverside,1,253500
H01955,1373,2,1.0,37.0,industrial,0,99100
H01956,1968,2,10.0,,suburb,1,376400
H01957,648,2,8.0,46.0,central,1,261000
H01958,3115,3,1.0,27.0,suburb,1,234800
H01959,1731,2,2.0,14.0,riverside,0,234300
H01960,1601,2,4.0,30.0,central,0,288000
H01961,968,1,1.0,,central,1,75900
H01962,1581,1,9.0,33.0,riverside,0,568000
H01963,1079,1,1.0,44.0,suburb,1,106100
H01964,991,2,6.0,2.0,central,0,332700
H01965,1549,3,,18.0,riverside,1,154600
H01966,1998,2,10.0,34.0,suburb,0,663100
H01967,1493,3,4.0,39.0,suburb,0,206000
H01968,1427,3,8.0,27.0,central,0,420900
H01969,1655,4,5.0,3.0,central,1,460100
H01970,1586,2,10.0,62.0,suburb,1,474300
H01971,1771,2,1.0,65.0,central,1,152700
H01972,1428,3,10.0,28.0,central,1,582600
H01973,1971,3,1.0,6.0,central,1,297700
H01974,2431,4,6.0,13.0,suburb,0,515100
H01975,1162,1,3.0,9.0,suburb,1,172200
H01976,1439,3,8.0,13.0,suburb,1,280600
H01977,1918,3,6.0,24.0,suburb,0,359100
H01978,959,2,8.0,8.0,central,1,277200
H01979,1835,3,6.0,8.0,suburb,0,278500
H01980,2262,3,10.0,53.0,suburb,0,588700
H01981,1672,2,6.0,7.0,suburb,0,344600
H01982,1468,2,4.0,23.0,central,1,240300
H01983,1668,3,4.0,12.0,suburb,0,222900
H01984,1118,2,9.0,32.0,riverside,0,356500
H01985,2018,3,7.0,19.0,central,1,502900
H01986,1627,3,7.0,3.0,riverside,0,504500
H01987,785,1,10.0,14.0,industrial,0,371700
H01988,1927,2,4.0,14.0,suburb,0,254800
H01989,2053,2,7.0,5.0,central,1,581700
H01990,2706,3,3.0,20.0,suburb,0,297600
H01991,1115,1,2.0,14.0,suburb,1,108200
H01992,1296,1,8.0,12.0,suburb,0,235100
H01993,2387,3,2.0,20.0,suburb,1,208500
H01994,1128,3,9.0,5.0,suburb,1,511600
H01995,1149,2,1.0,61.0,central,0,90600
H01996,1488,4,6.0,11.0,riverside,1,461000
H01997,2138,4,4.0,28.0,suburb,0,269100
H01998,2974,5,,46.0,suburb,0,754700
H01999,1755,3,,,central,0,207400
H02000,939,1,4.0,27.0,suburb,1,126400
H02001,1394,2,8.0,48.0,riverside,1,355400
H02002,1101,2,2.0,42.0,riverside,0,171900
H02003,957,1,9.0,8.0,suburb,1,353500
H02004,1975,4,4.0,33.0,central,0,309300
H02005,855,1,5.0,23.0,riverside,1,229000
H02006,985,2,3.0,12.0,industrial,0,125400
H02007,1557,2,4.0,10.0,suburb,0,251100
H02008,1358,1,2.0,49.0,suburb,1,97200
H02009,1326,1,5.0,5.0,suburb,1,195600
H02010,2067,4,10.0,15.0,suburb,0,606900
H02011,2307,4,2.0,,suburb,1,143600
H02012,1300,4,10.0,31.0,central,1,378900
H02013,1854,4,5.0,15.0,suburb,0,219400
H02014,1101,2,3.0,25.0,suburb,1,107000
H02015,1734,3,2.0,17.0,suburb,1,140300
H02016,1830,4,6.0,3.0,suburb,1,319500
H02017,1317,1,4.0,11.0,central,1,292400
H02018,1408,1,9.0,17.0,riverside,0,560200
H02019,1685,2,1.0,45.0,riverside,1,159900
H02020,1674,2,5.0,47.0,industrial,0,199800
H02021,2963,4,7.0,11.0,central,0,452800
H02022,3236,5,5.0,9.0,riverside,1,603700
H02023,1572,2,1.0,20.0,suburb,1,189900
H02024,2004,2,6.0,16.0,suburb,1,317200
H02025,2076,4,6.0,3.0,suburb,1,349500
H02026,1808,2,6.0,47.0,suburb,0,304500
H02027,2147,4,8.0,29.0,industrial,1,451500
H02028,799,3,6.0,13.0,central,1,211100
H02029,1490,2,7.0,13.0,central,1,391600
H02030,1791,1,5.0,11.0,central,0,406100
H02031,3349,6,,33.0,central,1,297300
H02032,1194,2,3.0,24.0,riverside,1,267800
H02033,2322,3,5.0,14.0,industrial,1,256100
H02034,1579,1,2.0,46.0,central,1,223200
H02035,1611,3,4.0,16.0,suburb,1,178000
H02036,1647,3,10.0,16.0,central,1,755600
H02037,1672,3,3.0,26.0,suburb,1,143300
H02038,5159,8,3.0,2.0,suburb,1,774300
H02039,2157,4,8.0,60.0,industrial,0,254800
H02040,1908,4,6.0,19.0,industrial,1,173800
H02041,2718,4,8.0,10.0,suburb,0,340500
H02042,1228,2,7.0,34.0,industrial,0,192100
H02043,1474,3,4.0,20.0,suburb,1,152000
H02044,1791,1,10.0,16.0,central,0,561700
H02045,1342,3,4.0,,central,1,238600
H02046,2553,4,1.0,10.0,suburb,0,235200
H02047,663,1,9.0,55.0,suburb,0,220400
H02048,984,1,2.0,21.0,central,0,139000
H02049,2487,5,1.0,60.0,riverside,1,254300
H02050,1523,3,6.0,2.0,industrial,0,268600
H02051,2486,5,,73.0,suburb,0,452000
H02052,1510,3,9.0,31.0,central,0,575000
H02053,1692,3,2.0,12.0,central,0,151900
H02054,3080,4,8.0,6.0,suburb,0,794500
H02055,917,1,6.0,61.0,riverside,1,220000
H02056,1408,1,1.0,23.0,riverside,1,171800
H02057,1180,2,4.0,23.0,industrial,1,133900
H02058,1257,2,8.0,10.0,suburb,0,344600
H02059,2226,5,10.0,23.0,riverside,1,818500
H02060,1528,2,8.0,7.0,industrial,1,235100
H02061,1457,1,6.0,22.0,industrial,1,211400
H02062,830,1,6.0,22.0,riverside,0,291700
H02063,2117,3,2.0,14.0,central,0,232200
H02064,2071,3,1.0,43.0,suburb,0,89500
H02065,1424,1,8.0,25.0,suburb,1,332600
H02066,932,2,5.0,61.0,suburb,1,142000
H02067,1094,2,7.0,37.0,industrial,0,166100
H02068,812,1,8.0,19.0,suburb,1,200600
H02069,1170,2,6.0,59.0,suburb,0,242900
H02070,1013,2,8.0,14.0,suburb,1,301500
H02071,2079,4,3.0,18.0,suburb,1,164800
H02072,1517,2,8.0,37.0,riverside,0,412900
H02073,1171,1,4.0,8.0,suburb,1,164100
H02074,4015,7,2.0,57.0,riverside,0,416800
H02075,2669,4,4.0,18.0,suburb,0,313700
H02076,1969,3,10.0,17.0,suburb,1,447800
H02077,1439,3,9.0,14.0,central,0,657700
H02078,2803,5,2.0,15.0,suburb,1,266500
H02079,1418,3,9.0,47.0,industrial,1,236300
H02080,2163,3,5.0,29.0,suburb,1,218300
H02081,946,2,10.0,26.0,suburb,1,366400
H02082,1114,3,8.0,14.0,central,0,478700
H02083,684,1,7.0,22.0,suburb,1,216300
H02084,1564,2,1.0,14.0,central,1,128700
H02085,993,1,2.0,10.0,central,0,140000
H02086,2102,3,1.0,42.0,riverside,0,277600
H02087,1300,2,1.0,17.0,suburb,0,94800
H02088,1458,1,10.0,15.0,central,1,492700
H02089,1211,2,9.0,19.0,suburb,1,362000
H02090,1050,1,9.0,20.0,suburb,1,231800
H02091,2237,5,9.0,38.0,suburb,1,439300
H02092,1029,2,,11.0,central,0,342900
H02093,1703,2,8.0,40.0,suburb,1,397200
H02094,1437,2,9.0,42.0,suburb,1,457200
H02095,1709,3,4.0,18.0,central,0,328400
H02096,988,1,1.0,26.0,riverside,1,147500
H02097,3193,5,3.0,17.0,central,0,333600
H02098,2017,2,6.0,10.0,suburb,1,280900
H02099,962,1,10.0,23.0,suburb,1,357700
H02100,2034,3,5.0,67.0,suburb,1,257500
H02101,2249,2,10.0,46.0,suburb,0,799200
H02102,1056,3,2.0,33.0,central,0,122100
H02103,1949,4,6.0,18.0,central,1,400600
H02104,1236,1,,19.0,riverside,1,209700
H02105,2500,4,3.0,3.0,suburb,1,263900
H02106,1992,4,3.0,24.0,riverside,1,222700
H02107,1603,3,7.0,,suburb,0,339900
H02108,1060,2,3.0,19.0,central,0,121900
H02109,1304,3,7.0,26.0,suburb,1,222800
H02110,3171,4,3.0,43.0,suburb,0,274500
H02111,605,1,9.0,16.0,suburb,0,290200
H02112,1978,3,1.0,10.0,central,1,157500
H02113,1284,1,4.0,30.0,suburb,0,181800
H02114,2202,2,8.0,31.0,suburb,1,518500
H02115,2522,3,5.0,18.0,central,1,345200
H02116,3009,5,2.0,12.0,riverside,0,463200
H02117,1081,1,4.0,2.0,central,0,218400
H02118,1200,2,1.0,6.0,central,1,113200
H02119,1725,2,7.0,7.0,central,0,326000
H02120,874,2,8.0,42.0,central,0,252200
H02121,569,1,2.0,21.0,suburb,1,99200
H02122,2219,3,10.0,26.0,suburb,1,659400
H02123,1232,1,8.0,10.0,central,0,383600
H02124,927,1,6.0,13.0,riverside,1,407700
H02125,1330,2,10.0,14.0,suburb,0,490100
H02126,2140,3,4.0,9.0,suburb,0,192500
H02127,2443,4,7.0,8.0,central,1,502400
H02128,2024,3,6.0,46.0,industrial,0,248800
H02129,1669,3,,10.0,central,1,522900
H02130,749,1,7.0,48.0,industrial,0,188800
H02131,1842,3,5.0,50.0,suburb,1,226500
H02132,1998,3,6.0,14.0,central,1,410500
H02133,1411,3,8.0,21.0,central,0,366100
H02134,2355,4,3.0,36.0,suburb,1,251300
H02135,3821,6,4.0,20.0,central,0,616000
H02136,1256,3,1.0,53.0,suburb,1,103600
H02137,2322,3,7.0,19.0,riverside,1,802400
H02138,952,1,10.0,38.0,industrial,1,409500
H02139,1350,2,7.0,19.0,suburb,1,262600
H02140,1270,3,2.0,19.0,suburb,1,142700
H02141,1718,3,8.0,22.0,central,1,405300
H02142,1854,4,10.0,2.0,central,1,794000
H02143,2540,5,6.0,26.0,central,1,439500
H02144,2025,3,8.0,17.0,suburb,1,418000
H02145,2338,5,6.0,28.0,suburb,1,338700
H02146,1372,2,7.0,7.0,riverside,0,315100
H02147,2051,4,4.0,42.0,central,1,289700
H02148,2004,2,,21.0,suburb,1,188600
H02149,866,2,9.0,13.0,central,0,284200
H02150,2170,4,7.0,37.0,central,1,320900
H02151,1446,3,2.0,20.0,central,0,149400
H02152,1312,2,3.0,21.0,riverside,1,210300
H02153,1085,2,1.0,35.0,riverside,1,165400
H02154,1338,2,7.0,33.0,central,1,313200
H02155,1036,1,,66.0,suburb,1,258800
H02156,2151,3,10.0,33.0,central,0,798300
H02157,1967,4,7.0,36.0,suburb,0,410100
H02158,1498,2,5.0,32.0,riverside,0,280300
H02159,1028,1,3.0,43.0,riverside,0,160600
H02160,1233,2,9.0,21.0,central,1,560700
H02161,1495,3,1.0,28.0,suburb,1,104000
H02162,1322,2,2.0,30.0,riverside,1,175300
H02163,1064,2,7.0,23.0,suburb,1,205600
H02164,2945,5,10.0,72.0,suburb,0,510300
H02165,1018,2,10.0,8.0,suburb,1,437200
H02166,1773,3,8.0,34.0,suburb,1,320500
H02167,1265,1,2.0,37.0,central,0,221400
H02168,1052,2,2.0,31.0,industrial,1,101700
H02169,1440,2,,21.0,riverside,0,350500
H02170,785,1,10.0,17.0,industrial,0,322500
H02171,1226,1,7.0,18.0,industrial,0,255700
H02172,617,1,9.0,,industrial,0,196400
H02173,1622,3,10.0,18.0,central,1,449400
H02174,835,1,3.0,32.0,riverside,1,166700
H02175,1075,2,,22.0,suburb,0,134700
H02176,928,2,1.0,4.0,central,1,161300
H02177,1792,3,1.0,46.0,suburb,1,118700
H02178,4045,6,10.0,11.0,central,0,2078700
H02179,1615,3,6.0,22.0,suburb,0,324900
H02180,2191,3,8.0,9.0,central,0,586600
H02181,2684,3,10.0,6.0,central,1,898500
H02182,1711,3,8.0,24.0,riverside,0,647700
H02183,1767,3,2.0,46.0,central,1,213600
H02184,3427,4,8.0,9.0,suburb,0,812900
H02185,2167,3,1.0,14.0,suburb,0,195000
H02186,1150,1,2.0,113.0,central,1,75700
H02187,615,1,5.0,39.0,suburb,1,141100
H02188,2105,5,9.0,21.0,suburb,0,545000
H02189,994,1,1.0,70.0,suburb,0,116000
H02190,3098,5,2.0,4.0,suburb,1,306700
H02191,1873,3,4.0,32.0,industrial,1,209200
H02192,1214,2,2.0,3.0,suburb,1,133000
H02193,854,1,5.0,14.0,industrial,1,167000
H02194,2153,3,6.0,5.0,suburb,1,415200
H02195,2324,3,4.0,30.0,industrial,1,233400
H02196,1349,1,2.0,11.0,suburb,0,144300
H02197,2486,3,7.0,16.0,central,0,664800
H02198,1160,1,,7.0,industrial,1,266800
H02199,799,2,3.0,26.0,suburb,0,122800
H02200,2450,4,8.0,37.0,riverside,1,575400
H02201,1983,3,,19.0,suburb,0,260800
H02202,1720,2,8.0,15.0,central,1,465400
H02203,3237,5,9.0,6.0,suburb,0,905900
H02204,2135,4,4.0,46.0,suburb,0,217800
H02205,1370,3,6.0,17.0,central,1,317000
H02206,1045,2,9.0,30.0,central,0,342600
H02207,1626,3,8.0,7.0,suburb,1,564200
H02208,1682,3,9.0,19.0,suburb,0,302300
H02209,1482,2,2.0,30.0,central,0,172100
H02210,1486,3,2.0,18.0,riverside,1,238400
H02211,1100,1,7.0,48.0,suburb,0,178800
H02212,3155,5,3.0,55.0,riverside,0,395100
H02213,2566,5,2.0,26.0,suburb,1,226500
H02214,1954,3,5.0,16.0,central,1,303200
H02215,1986,4,7.0,22.0,suburb,0,454200
H02216,1274,3,10.0,24.0,suburb,1,300300
H02217,4118,7,8.0,69.0,suburb,1,1020300
H02218,1267,2,6.0,17.0,central,1,363000
H02219,2762,4,3.0,10.0,industrial,1,343600
H02220,3522,6,8.0,57.0,riverside,0,1012200
H02221,1172,2,5.0,26.0,riverside,0,232700
H02222,886,2,8.0,17.0,riverside,1,322300
H02223,1764,4,2.0,7.0,central,0,238400
H02224,1932,2,8.0,4.0,suburb,0,272200
H02225,1953,3,5.0,14.0,industrial,1,234900
H02226,890,2,1.0,32.0,suburb,1,73100
